id,boletin,fecha,resumen,estado,url
8881,12520-04,2019-03-04,"Modifica la ley N°20.370, General de Educación, para consagrar como obligatorio, el carácter mixto de los establecimientos educacionales, tanto públicos como privados",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12520-04
8882,12467-15,2019-03-13,"Proyecto de ley iniciado en moción de los Honorables Senadores señores Chahuán y Letelier, que sanciona los daños en los medios de transporte público de pasajeros y en la infraestructura asociada a dicha actividad.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12467-15
8883,12469-08,2019-03-13,"Modifica la ley N° 21.076, con el propósito de hacer voluntario, para los usuarios, el cambio de medidores o empalmes",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12469-08
8884,12471-08,2019-03-13,"Modifica la ley General de Servicios Eléctricos, en materia de cálculo del valor agregado por concepto de costos de distribución de la energía",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12471-08
8885,12468-18,2019-03-13,"Proyecto de ley iniciado en moción del Honorable Senador señor Letelier, que facilita a la mujer casada la enajenación de sus bienes adquiridos por sucesión por causa de muerte.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12468-18
8886,12470-29,2019-03-13,"Exige la celebración de un contrato, en los términos que indica, entre las sociedades anónimas deportivas profesionales y las deportistas que sean parte del Campeonato Nacional Femenino de Fútbol",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12470-29
8887,12474-07,2019-03-13,"Modifica el Código Penal, para incrementar las penas aplicables al delito de malversación de caudales públicos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12474-07
8888,12473-07,2019-03-14,Sanciona el acoso por cualquier medio,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12473-07
8889,12475-13,2019-03-14,Regula el contrato de los trabajadores que desarrollan labores en plataformas digitales de servicios,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12475-13
8890,12472-10,2019-03-14,"Aprueba el Acuerdo por el que se Establece una Asociación, sus Declaraciones Conjuntas y el Acuerdo sobre el Comercio de Productos Orgánicos, entre la República de Chile y el Reino Unido de Gran Bretaña e Irlanda del Norte, suscritos en Santiago, Chile, el 30 de enero de 2019",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12472-10
8891,12476-24,2019-03-15,"Modifica la ley N°17.288, que Legisla sobre monumentos nacionales; modifica las leyes 16.617 y 16.719, y deroga el decreto ley 651, de 17 de octubre de 1925, para aumentar las sanciones a los delitos de apropiación de monumentos nacionales",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12476-24
8892,12487-05,2019-03-20,Sobre modernización de la franquicia tributaria y modificación de fondos públicos que indica,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12487-05
8893,12479-07,2019-03-20,Proyecto de ley que reemplaza la normativa referente a los corredores de comercio del Título III del Libro I del Código de Comercio.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12479-07
8894,12481-07,2019-03-20,Proyecto de ley que incorpora la institución del establecimiento de comercio en la legislación comercial.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12481-07
8895,12485-05,2019-03-20,"Establece el financiamiento, regula la ejecución y dicta otras normas para la implementación de la Conferencia Internacional para el Cambio Climático denominada Cop 25",aprobado,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12485-05
8896,12484-12,2019-03-20,Proyecto de ley que prohíbe actividades en humedales y zonas aledañas.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12484-12
8897,12478-07,2019-03-20,Proyecto de ley que establece la obligación del asegurador de notificar al beneficiario.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12478-07
8898,12483-07,2019-03-20,"Proyecto de reforma constitucional que modifica los artículos 48, 50 y 51 de la Constitución Política de la República respecto del requisito de domicilio electoral para ser elegido Diputado o Senador.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12483-07
8899,12486-04,2019-03-20,"Proyecto de ley, que modifica las normas de admisión escolar para garantizar la libertad de enseñanza, vinculación de apoderados con los proyectos educativos, y entregar prioridad en la admisión a  estudiantes bajo cuidado alternativo del servicio nacional de menores y aquellos con necesidades educativas especiales permanentes.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12486-04
8900,12480-07,2019-03-20,"Proyecto de ley que norma los contratos de agencia, suministro y franquicia en el derecho privado nacional.",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12480-07
8901,12488-04,2019-03-20,Establece un sistema de selección por mérito con inclusión en los establecimientos educacionales de alta exigencia académica y de especialización temprana,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12488-04
8902,12482-07,2019-03-20,Proyecto de reforma constitucional que establece como derecho fundamental el acceso al agua.,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12482-07
8903,12491-15,2019-03-21,"Modifica la ley N°18.290, de Tránsito, para consagrar como causal de inhabilidad moral para la obtención de licencia de conducir profesional, el contar con antecedentes penales por delitos de connotación sexual",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12491-15
8904,12499-12,2019-03-21,"Modifica la ley N°19.300, que Aprueba ley sobre Bases Generales del Medio Ambiente, para incorporar la definición de extracción industrial de áridos, turba o greda",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12499-12
8905,12495-07,2019-03-21,Modifica el Reglamento de la Cámara de Diputados para eliminar las votaciones secretas,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12495-07
8906,12492-13,2019-03-21,"Modifica el Código del Trabajo para hacer aplicable la indemnización por años de servicio, a los casos en que el contrato de trabajo termina por renuncia o muerte del trabajador",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12492-13
8907,12500-24,2019-03-21,"Modifica la ley N° 19.733, Sobre libertades de opinión e información y ejercicio del periodismo, para garantizar el derecho a la libre información de interés público o general",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12500-24
8908,12498-11,2019-03-21,Reconoce al Estado la posibilidad de desarrollar actividad empresarial en el ámbito de expendio de medicamentos y productos farmacéuticos,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12498-11
8909,12494-07,2019-03-21,Modifica el Código Penal y el Código Orgánico de Tribunales para tipificar como delito el ingreso de elementos prohibidos a los recintos penitenciarios y establecer sanciones especiales para abogados y estudiantes de Derecho que incurran en dicha conducta,tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12494-07
8910,12493-02,2019-03-21,"Modifica el decreto ley N°2.306 de 1978, del Ministerio de Defensa Nacional, que Dicta normas sobre reclutamiento y movilización de las Fuerzas Armadas, en el sentido de exigir la acreditación de la idoneidad mental para cumplir con el servicio militar obligatorio",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12493-02
8911,12505-29,2019-03-21,"Modifica la ley N° 19.712, del Deporte, para garantizar la equidad de género en la integración de las directivas en las organizaciones del deporte nacional",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12505-29
8912,12489-12,2019-03-21,"Modifica la ley N°19.300, sobre Bases Generales del Medio Ambiente, para incorporar el olor ofensivo como un elemento contaminante",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12489-12
8913,12501-13,2019-03-25,"Modifica el Código del Trabajo, para incorporar una jornada laboral especial aplicable a los trabajadores del comercio del sector retail",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12501-13
8914,12503-03,2019-03-26,"Modifica la ley N° 19.496, que Establece normas sobre protección de los derechos de los consumidores, para incorporar una instancia de conciliación previa al inicio del juicio ejecutivo por deuda hipotecaria",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12503-03
8915,12504-29,2019-03-26,"Modifica la ley N° 19.327, de derechos y deberes en los espectáculos de fútbol profesional, para imponer a los organizadores la obligación de impedir que accedan a dichos espectáculos personas formalizadas o condenadas por delitos de alta connotación social",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12504-29
8916,12502-03,2019-03-26,"Modifica la ley N°19.496, que Establece normas sobre protección de los derechos de los consumidores, para radicar en el acreedor los costos de constitución del crédito hipotecario, y establecer condiciones para la ejecución forzada de la deuda hipotecaria",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12502-03
8917,12506-25,2019-03-29,"Fortalece el control de identidad por parte de las Policías, así como los mecanismos de control y reclamo ante un ejercicio abusivo o discriminatorio del mismo",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12506-25
8918,12437-07,2019-04-03,"Modifica la ley N° 18.918, orgánica constitucional del Congreso Nacional, para extender, por el plazo que indica, la obligación de comparecencia a las comisiones especiales investigadoras, de quienes han cesado en sus cargos",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12437-07
8919,12534-11,2019-04-04,"Modifica la ley N° 19.925, sobre Expendio y consumo de bebidas alcohólicas, para sancionar la venta y distribución de bebidas alcohólicas a menores, a través de plataformas digitales o aplicaciones móviles",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12534-11
8920,12539-29,2019-04-04,"Modifica la ley N° 20.019, que Regula las sociedades anónimas deportivas profesionales, para reconocer la categoría de deportistas en formación e imponer a dichas sociedades una serie de obligaciones en beneficio de aquellos que entrenan y compiten en su representación",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12539-29
8921,12526-12,2019-04-04,"Modifica la ley N°20.920 que Establece marco para la gestión de residuos, la responsabilidad extendida del productor y fomento al reciclaje, para incorporar como elemento prioritario al que debe extenderse  la responsabilidad extendida del productor, el tendido aéreo de cables eléctricos, telefónicos, de telecomunicaciones y de televisión",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12526-12
8922,12538-13,2019-04-04,"Modifica el Código del Trabajo, para establecer el deber general de fomentar el buen trato en el trabajo, con respeto de la dignidad, condición y posición de toda persona, cualquiera sea el rol que cumpla en la relación laboral",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12538-13
8923,12532-04,2019-04-04,"Modifica la ley N° 20.370, General de Educación, para establecer una asignatura obligatoria sobre igualdad de género en la educación parvularia, básica y media",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12532-04
8924,12542-04,2019-04-04,"Modifica la ley N° 20.418, que Fija normas sobre información, orientación y prestaciones en materia de regulación de la fertilidad, para obligar a los establecimientos educacionales reconocidos por el Estado a extender sus programas de educación sexual, a la educación básica",tramitacion,http://www.senado.cl/appsenado/templates/tramitacion/index.php?boletin_ini=12542-04
